dissimilarity,correlation,contrast,energy,homogeneity,ASM,category
0.32810407517417345,0.8512587468328657,0.42282659912685266,0.43190012144895973,0.845163245316074,0.18912299358022747,1
0.30884871389429636,0.8952143547744457,0.3912706511623318,0.407885336912075,0.8537136374796973,0.1683379395910439,1
0.39811276703031634,0.8559093330697083,0.5622910114883203,0.37732984728448576,0.817099631074416,0.14523950358444526,1
0.3038753604827312,0.8772613871094225,0.35424698454045017,0.404147774121456,0.8530820450323241,0.16538201797668803,1
0.3295892188210583,0.8463825618627703,0.41485147097261005,0.40676841062705793,0.8436393067684285,0.1680746785230175,1
0.3747964435227731,0.8553314050872949,0.5290675735278781,0.3863235995061715,0.8274063530543736,0.15187822738829096,1
0.43677712872395497,0.8355476403575199,0.5751875757657278,0.328061130420296,0.7952018890648178,0.11084881765789917,1
0.302889037286086,0.8253678232774787,0.3505990518588624,0.42754863476961197,0.853325735564115,0.18551821995674359,1
0.37588850717718464,0.8361187502566071,0.48288141281093794,0.3717565891860009,0.8224426858968444,0.14111799973166755,1
0.22408070001314698,0.7793503542324172,0.264143849374749,0.5955990812315192,0.8918571160004896,0.35630148639357234,1
0.2635334874707989,0.863360423820247,0.27405268195296323,0.4076232967155277,0.8692851757128172,0.16820774907105088,1
0.31372387679700053,0.8808392365532836,0.3915959406686964,0.4203375033855141,0.8508535818415575,0.17860985291651,1
0.2634456452859676,0.8296740067385753,0.3036102799437289,0.48348180088807485,0.8722254754115203,0.2354946995816418,1
0.30356086913672914,0.8524785072498116,0.3800271383392217,0.461375983769402,0.8557118979821884,0.2147856465697826,1
0.3460933818184892,0.8946792019800206,0.4473240621881771,0.3846557520031501,0.8368304447762435,0.149776184146138,1
0.31703645261870456,0.8580573789133212,0.39419693106806575,0.4278337887602395,0.8491570408074147,0.18495754837548498,1
0.3400254782755796,0.852046058518193,0.41742369356527603,0.40689189399965153,0.8376352816934539,0.16787384682874607,1
0.33424347635183554,0.8449828062529948,0.40191549590733144,0.38879359655884455,0.8396150400321467,0.15343909846636564,1
0.416628032660794,0.8585282808395363,0.5673274215423839,0.3538993479991892,0.8064789128735154,0.12796602271572086,1
0.33015322779870454,0.8886401372685341,0.3855620138016136,0.3743204395933679,0.8404054146650525,0.14207099006288043,1
0.4285688917718638,0.8799314207713452,0.5892829167677617,0.3339663571069476,0.8015449480732678,0.11391561904218685,1
0.5865075345630258,0.838719702470513,0.9585236201806128,0.27050380383354394,0.7412812749532321,0.07572637688940767,1
0.5257702417304948,0.8233697662096228,0.8306163375957946,0.30430361982381054,0.7656267941346503,0.0954285730391995,1
0.5505481290635497,0.8240925633880528,0.9005346409646711,0.2991219563367969,0.7567792734034636,0.09252452993863113,1
0.4925228975120604,0.8203994153120266,0.7326215519679792,0.31222240132203416,0.7769100134085528,0.1004468389317628,1
0.4250167600849848,0.8730689041582753,0.5591069781874697,0.30482478251688755,0.8005975416520462,0.09536060471058351,1
0.3093813760890947,0.8835984403635723,0.3511886142624426,0.37194457686363136,0.8494780261181605,0.14057126311516194,1
0.42951808937008545,0.8767012909911607,0.662528954250655,0.38557343768279306,0.8079707652348603,0.15100914184433142,1
0.3851547451626816,0.9038453510285672,0.4903497209623617,0.3377807943845111,0.817832754598884,0.1162194686962139,1
0.3521364484446192,0.8963004273138102,0.4267188382490044,0.3494492189044999,0.8312881909551156,0.12400929900534256,1
0.3755017740419427,0.8942246898227312,0.5187539123170527,0.402535798359114,0.8263824390574347,0.16346884000580814,1
0.3497563589993773,0.8777009710617772,0.41375029596280855,0.3851151821306298,0.8315076683450764,0.15042051936170678,1
0.4133105015167802,0.8721474894089892,0.5436855557248992,0.32889408406978077,0.8061179539537511,0.11030660138715741,1
0.3270250336284945,0.8648086476475397,0.40248028035770095,0.4084577767961352,0.8439170072594403,0.16865306500140775,1
0.30764759654124857,0.8366471052628124,0.3788087236379682,0.4597398906848639,0.8532452069971873,0.21291195505375546,1
0.31055934083619935,0.8303022534555814,0.35825239545067156,0.4157887105066123,0.84946693167668,0.17503812139348005,1
0.40777573348423735,0.8643143992633037,0.5495746483091946,0.3424795332149961,0.8099277691142547,0.11970717853236239,1
0.5082941201417704,0.8661370009849388,0.7355201019983114,0.2884613031618251,0.7680292772989689,0.08572562314241634,1
0.4930439690471133,0.8376375855677726,0.721923265019298,0.3238163854773776,0.7755161489979249,0.10767772164241722,1
0.5835668698543937,0.8042917361443926,0.9351790951927771,0.2993641989120772,0.7411255854197796,0.0927309534005935,1
0.5511947334520492,0.8458359683603667,0.8924995900818429,0.28793082058382413,0.7571775117500296,0.08569339480151748,1
0.44092420792740517,0.8644359096455707,0.5795597089519174,0.32133231614230606,0.7930575585128447,0.10589506507364167,1
0.3121754577097907,0.8394314315465112,0.3644494058668856,0.41399371774611926,0.8490973013112156,0.1735933555247113,1
0.3572025760956666,0.8625620498063077,0.4573077139811263,0.3971786243413848,0.8313098477815469,0.15992336046361275,1
0.41455271849333425,0.8903891488405669,0.5587892944920249,0.32596422320100504,0.8069265151880871,0.10814214541072453,1
0.4083033955849093,0.8995157736903773,0.5398829632369789,0.32844650517356916,0.8088662704806949,0.10965602670926224,1
0.33120157113801924,0.8585438737064067,0.41559261991727076,0.41642119337568384,0.842762346288175,0.17525620259729732,1
0.39894586515755215,0.8735984019516362,0.5173747270293831,0.36892463835621503,0.8121920637411574,0.13845826321101729,1
0.3960583425079258,0.8284891054159088,0.5635651220024728,0.36917275866637844,0.8180720740192303,0.13854605909756798,1
0.35321459624439533,0.8513528575607342,0.4424676866652038,0.394410919912318,0.8320557483026488,0.1577135088836514,1
0.298675389238829,0.8339050467981819,0.3344241226268479,0.4184778887786135,0.8542349190847908,0.17728858236752976,1
0.3531155105970591,0.8854092925717922,0.44042726536430116,0.3808288256141985,0.8320820996998938,0.14701173716377058,1
0.4159877733980577,0.8533793507669621,0.569960065026471,0.3913619416634675,0.8070960124893473,0.15539413932283336,1
0.43518430963669186,0.8172196543897506,0.6052936910117989,0.35745204764549515,0.7990295108151001,0.13015883087666044,1
0.4664097410222379,0.8604362041741688,0.6859234332503933,0.3405212798013845,0.787506916802236,0.11879562547009957,1
0.5512460228292023,0.8277897187090386,0.8721057186136344,0.30053442730464486,0.7542494716820265,0.09320516713286019,1
0.5111051773951049,0.8672452895314416,0.7255943102645729,0.2891450850861416,0.7657427370858922,0.08623342766105131,1
0.43245511033230066,0.8532458727575817,0.5750828102542384,0.3341861809093318,0.7976616027694248,0.11408534745866226,1
0.42356755909665617,0.8983374041861979,0.6088924576718403,0.3122488387072337,0.8062595078646843,0.0997353231874379,1
0.34656194680093,0.8907693258513968,0.41662407832884,0.36048269710721503,0.8336750405302883,0.1319820142533776,1
0.44564603833624816,0.8704630997573218,0.6335293158370172,0.3226731336521029,0.7956265327431562,0.1063837237433008,1
0.3656499769101944,0.8671629987860311,0.4496913520023745,0.36519941663138217,0.8255291595583293,0.13551271416013044,1
0.40382026127367115,0.8859122826094246,0.509741411022781,0.3318023246693772,0.8086126112591178,0.11202600462255093,1
0.4272104134971197,0.8725662891651171,0.578290724574565,0.3281896678632827,0.8010693074236676,0.10988713163394259,1
0.30843472462572336,0.8400595057710749,0.4054032228910418,0.4299574354426901,0.8550538385046321,0.18666733941288527,1
0.2890587175947105,0.928693022911713,0.3649424572041952,0.41933395686496083,0.8630273981634772,0.17747043688310504,1
0.3184467024874528,0.8161968175859871,0.37434429940348407,0.4229165966779143,0.8463200746637983,0.18138994531826058,1
0.288602551372125,0.863092545699026,0.3404724453648262,0.449566072257416,0.8608317301572129,0.2037119286727038,1
0.31098698721783674,0.7857855843599809,0.3651820296602623,0.4583447618007717,0.8499124349435059,0.21280847447666,1
0.3874114666028583,0.9018913022599434,0.5032025154651492,0.345908292073126,0.8178153146826909,0.12229383938840148,1
0.4315440424057735,0.8531426510901964,0.5904347668795193,0.327839962701546,0.7997461126804271,0.1109089391254382,1
0.3938926415250288,0.7633752952242877,0.5152303701547466,0.392334666823416,0.8151708099429725,0.15729151100493083,1
0.3563386399364988,0.79471283754694,0.4384334260089228,0.41273933637749893,0.8300099586739278,0.17346025104416554,1
0.3193512201978587,0.7936500907192433,0.3899243827668024,0.4580982389968175,0.8472814191799451,0.21258959883489545,1
0.3144969500694144,0.8661597008468241,0.35754278668252765,0.39758151720524615,0.8470470522039792,0.16019636466437995,1
0.3074854629226386,0.852773258290659,0.38336905068197685,0.4627425746124414,0.8537331066870899,0.216290160992229,1
0.23137581060507428,0.8674079848004381,0.2521327100346817,0.47192690558581346,0.8863862722559465,0.2243912432691929,1
0.39471196254523794,0.8910626023273318,0.5828785999796957,0.40259485270737655,0.8209887037067326,0.16361610566694804,1
0.3078935856666807,0.8885398577709632,0.3949097522958562,0.44522890410588595,0.8545773876745605,0.19972287810572162,1
0.2991365880790507,0.8427703463287742,0.35803002120915256,0.44598253957820977,0.8562733107991453,0.2009473699913161,1
0.4230143495859981,0.8312608486282115,0.580265849967325,0.3502724059969647,0.803885383166214,0.12543144911920223,1
0.3568234074114291,0.8964100147835895,0.4748089190341071,0.3512577417959147,0.8329459464837816,0.1251307529689413,1
0.39877092230724404,0.7891316406088316,0.5312430419975859,0.38659838367610594,0.8136003195482195,0.15252808055596048,1
0.37676339166288564,0.8925138916516665,0.5013996637898376,0.3622450912713478,0.8238791949499147,0.1330454382747815,1
0.4130279323399091,0.8619774386686334,0.592504430721275,0.3795958123661134,0.8108614829787796,0.1459602319259779,1
0.3935581752631641,0.8036084859880658,0.5065579991712755,0.3816336757690983,0.8144216368792639,0.14850454831813661,1
0.3433169139886531,0.8465200160885279,0.4321642432405384,0.4110017124248974,0.8370830711711559,0.17138196466591704,1
0.4019966813172928,0.8175713800275796,0.535932737125033,0.3801843109581177,0.8121414840638295,0.14710221607208088,1
0.5138023765162393,0.8412531902030338,0.7701611383958854,0.30142287929015626,0.7677514438234473,0.09346399692156708,1
0.4312869360986982,0.8055477137611349,0.5672642513991747,0.34340641551965817,0.7976328559733777,0.12069887206896522,1
0.4009880130246309,0.8939344488010449,0.5406582307403679,0.3483594109873867,0.8132006256897745,0.12301087699803563,1
0.371416669758152,0.8717915468772798,0.45946313624802215,0.3612000519242453,0.8230092870676419,0.1324069052635392,1
0.414221992544693,0.8434276925434125,0.5621970626793321,0.3379958888410952,0.8073206647027452,0.11661672129444138,1
0.3718929115953271,0.866923123482458,0.47689991650779245,0.360143857115469,0.8241931034099749,0.13206802928413489,1
0.32157767949954025,0.9005303326765478,0.3964769381879931,0.3912963185727447,0.8466435906528432,0.15460226465013285,1
0.3365843037428955,0.8433945162408713,0.41449913849485515,0.41863235463233434,0.8393590792329845,0.17723155714927816,1
0.513083897575409,0.834318208091536,0.8478567298654439,0.3444823382049283,0.775058513769626,0.12127443332117899,1
0.3966310338553209,0.8618671073477694,0.5426117850166603,0.35443099502063147,0.815935660925065,0.12772156182598388,1
0.3625365192091059,0.8428828361196613,0.4683699593254849,0.4175612781188361,0.8291455486724777,0.1767071048740907,1
0.38898780938338334,0.8729928148934624,0.5052951051609388,0.3478523406919885,0.8169515977755726,0.12301165791461506,1
0.37118143369918505,0.8171461718143941,0.4952486084828496,0.42781259071397687,0.8264149247428483,0.18519165069748514,1
0.29890119058637377,0.7750214293741138,0.3634970827281839,0.48291629196555813,0.8569398943093821,0.2354703610504074,1
0.342595561697899,0.789189928602574,0.4205499813964426,0.4504358026022961,0.8364174392344293,0.20538600250742403,1
0.36784121436543,0.8211297730116524,0.4514790010396401,0.3793513384531639,0.8244213581573342,0.14625779424940694,1
0.4119549295943936,0.8376899019212772,0.5954293924341267,0.428487405210838,0.8117455021064405,0.1853625975282406,1
0.43909009101566676,0.8159091278405527,0.5582075947021092,0.3518998631468617,0.792325579876013,0.12659841263951446,1
0.37743472695307,0.8934572951705827,0.4974982515932198,0.32356299766626,0.8228642028946349,0.10658904405115228,1
0.3690730287522359,0.826041492063546,0.46943093690525767,0.4003525594992976,0.8252693936100556,0.1626432632105365,1
